bfa_env,s,s_se,cluster,n_bcs,source
X37C,-0.030298044689669006,0.010140298681697338,1,65,pH7_3_alpha
pH7_3,0.003899168701221473,0.0036968101649286255,1,65,pH7_3_alpha
FLC4,0.03272196434598688,0.006534004273901626,1,65,pH7_3_alpha
GlyEtOH,0.008113384394034409,0.014351424708104375,1,65,pH7_3_alpha
SC,-0.04293529785081163,0.01198052108957535,2,1,pH7_3_alpha
YPD,-0.06698695746992912,0.01374601212376625,2,1,pH7_3_alpha
pH3_8,-0.044037031250059123,0.017644525497190876,2,1,pH7_3_alpha
X21C,-0.022471364052295877,0.00545574664791665,2,1,pH7_3_alpha
X37C,-0.09252143743963526,0.0319520519603375,2,1,pH7_3_alpha
pH7_3,-0.04384666385763537,0.009583131775181638,2,1,pH7_3_alpha
FLC4,-0.034936431119069127,0.03617768287476787,2,1,pH7_3_alpha
GlyEtOH,-0.040008014095029125,0.055465767237862125,2,1,pH7_3_alpha
SC,0.00918839229020285,0.004140584889826412,1,1,SC_alpha
YPD,0.00628824411276315,0.004839036967602462,1,1,SC_alpha
pH3_8,-0.004503238295836763,0.006276854017326137,1,1,SC_alpha
X21C,0.015130599448973875,0.00278433485118665,1,1,SC_alpha
X37C,0.008492867557029824,0.008438443035447675,1,1,SC_alpha
pH7_3,-0.006042815270531125,0.004157300560752937,1,1,SC_alpha
FLC4,-0.019180331783262,0.017681366447348624,1,1,SC_alpha
GlyEtOH,-0.021799684700198625,0.01732777755974375,1,1,SC_alpha
SC,-0.009610250695691196,0.005939793164560825,2,3,SC_alpha
YPD,-0.015689401169276244,0.006401564081459312,2,3,SC_alpha
pH3_8,-0.019672707055881374,0.008940884980860238,2,3,SC_alpha
X21C,-0.02216921327637487,0.0040526119238282875,2,3,SC_alpha
X37C,-0.012904655525195248,0.010605845602931775,2,3,SC_alpha
pH7_3,-0.00675718420583185,0.004742723500324425,2,3,SC_alpha
FLC4,0.004760009560400911,0.014520670894925126,2,3,SC_alpha
GlyEtOH,-0.029160192024917,0.021484171003192623,2,3,SC_alpha
SC,-0.015091952277210875,0.006049978511467,3,1,SC_alpha
YPD,9.4189900312357e-4,0.005769433840292862,3,1,SC_alpha
pH3_8,-0.05474543355246762,0.012632212809441625,3,1,SC_alpha
X21C,-0.0057007133305390124,0.003613499845913675,3,1,SC_alpha
X37C,-0.024233312391804124,0.011227247716933226,3,1,SC_alpha
pH7_3,-0.007326519356702725,0.004845195321936425,3,1,SC_alpha
FLC4,0.00460506075702725,0.015286246334396375,3,1,SC_alpha
GlyEtOH,-0.02603186269469125,0.02005175465781275,3,1,SC_alpha
SC,0.016402599233184875,0.00376324603642085,4,1,SC_alpha
YPD,0.01370029619715475,0.004098413132982325,4,1,SC_alpha
pH3_8,0.006810665164402825,0.005325870542932425,4,1,SC_alpha
X21C,3.226599395792275e-4,0.0029718482006567877,4,1,SC_alpha
X37C,0.0020316400797907,0.008363791235642163,4,1,SC_alpha
pH7_3,-2.6040215722056e-4,0.003899885277529075,4,1,SC_alpha
FLC4,-0.00814533110456225,0.011518534510815637,4,1,SC_alpha
GlyEtOH,0.03901727729566175,0.0115649533694874,4,1,SC_alpha
SC,0.01002820892129367,0.004350728396916375,5,2,SC_alpha
YPD,-0.004896643122493515,0.0054455910864654134,5,2,SC_alpha
pH3_8,-0.0012190144797668378,0.006652600641276534,5,2,SC_alpha
X21C,0.024932191164149124,0.002755952186520837,5,2,SC_alpha
X37C,5.363393425462949e-4,0.00899343530035665,5,2,SC_alpha
pH7_3,0.01695284726383212,0.0036652667260680376,5,2,SC_alpha
FLC4,-0.014929935973865858,0.016684742693420875,5,2,SC_alpha
GlyEtOH,-0.043815172219740135,0.024937271343967747,5,2,SC_alpha
SC,0.0042231754542201875,0.0047458485376840375,6,1,SC_alpha
YPD,0.0023578000513596376,0.00551064908389115,6,1,SC_alpha
pH3_8,0.0058065304039455,0.0063013752282029874,6,1,SC_alpha
X21C,-0.004173479291297137,0.00351930231159755,6,1,SC_alpha
X37C,-0.011378328691242988,0.010449270691228937,6,1,SC_alpha
pH7_3,0.021358914766109877,0.003643118595001575,6,1,SC_alpha
FLC4,0.010764777145447338,0.01191382355433125,6,1,SC_alpha
GlyEtOH,0.013644870051554625,0.01488987102624525,6,1,SC_alpha
SC,-0.07757389644825463,0.014057046214623125,7,1,SC_alpha
YPD,-0.06423837443011338,0.011779909345617125,7,1,SC_alpha
pH3_8,-0.07003498767772537,0.01844293757990975,7,1,SC_alpha
X21C,-0.06497190916946388,0.0077223082249201,7,1,SC_alpha
X37C,0,0.067815399961613,7,1,SC_alpha
pH7_3,-0.07509468722457162,0.010136882961130212,7,1,SC_alpha
FLC4,-0.004522493269222175,0.0236838706402355,7,1,SC_alpha
GlyEtOH,-0.015242426531992,0.020069461629264623,7,1,SC_alpha
SC,-0.055170004968063374,0.012375284981906112,8,1,SC_alpha
YPD,-0.06859679998035,0.013589457899829375,8,1,SC_alpha
pH3_8,-0.04855829654587863,0.017547772466080126,8,1,SC_alpha
X21C,-0.021511262439517124,0.005338969741692537,8,1,SC_alpha
X37C,-0.12092800619514738,0.027835401880613876,8,1,SC_alpha
pH7_3,-0.04327599312801812,0.009255767106049362,8,1,SC_alpha
FLC4,-0.04207350001704075,0.0308390689747675,8,1,SC_alpha
GlyEtOH,0,0.06260395222401074,8,1,SC_alpha
SC,0.0088249234815054,0.004266906273645587,9,1,SC_alpha
YPD,0.001384242211203975,0.004882928115663775,9,1,SC_alpha
pH3_8,0.002666702911706125,0.005964641695566525,9,1,SC_alpha
X21C,-0.015211695577570124,0.003369108837091975,9,1,SC_alpha
X37C,0.007202916243053838,0.008862136378074975,9,1,SC_alpha
pH7_3,-0.0052468611155635,0.004213247073323375,9,1,SC_alpha
FLC4,-0.020719258314951625,0.018867191407634376,9,1,SC_alpha
GlyEtOH,0.018679892523345874,0.0134330932557705,9,1,SC_alpha
SC,0.08555789130173637,0.0024584756403129124,1,1,YPD_alpha
YPD,0.09229795489638724,0.0019474740049982126,1,1,YPD_alpha
pH3_8,0.08005594134196076,0.002692401543741675,1,1,YPD_alpha
X21C,0.08218531712311213,0.0019637438616992,1,1,YPD_alpha
X37C,0.08577440928767012,0.0057678251145913875,1,1,YPD_alpha
pH7_3,0.057575009900628124,0.00231696847477125,1,1,YPD_alpha
FLC4,0.012355003930536488,0.005812931864061088,1,1,YPD_alpha
GlyEtOH,0.11944315108433524,0.009270834711718325,1,1,YPD_alpha
SC,0.009502949628004192,0.033636663564729,2,6,YPD_alpha
YPD,0.01750913037807313,0.0366078497592675,2,6,YPD_alpha
pH3_8,-0.002801458168746925,0.05261339032757688,2,6,YPD_alpha
X21C,0.01207537572734924,0.020983565488469254,2,6,YPD_alpha
X37C,0.021707976913629374,0.05913871528145975,2,6,YPD_alpha
pH7_3,-0.0051774090899846,0.031600205488882115,2,6,YPD_alpha
FLC4,-6.776263578034403e-21,0.07912340508183625,2,6,YPD_alpha
GlyEtOH,0.03223938016460612,0.07285145268700925,2,6,YPD_alpha
