GOID,GENE
GO:0055085,MMT2
GO:0055085,MPH3
GO:0055085,MSC2
GO:0055085,PDR10
GO:0055085,PDR11
GO:0055085,PDR5
GO:0055085,PEX10
GO:0055085,PEX14
GO:0055085,PEX6
GO:0055085,PHM7
GO:0055085,PHO84
GO:0055085,PHO91
GO:0055085,PMC1
GO:0055085,PUG1
GO:0055085,QDR1
GO:0055085,SAM3
GO:0055085,SEC61
GO:0055085,SEC63
GO:0055085,SGE1
GO:0055085,SLY41
GO:0055085,STE24
GO:0055085,THI7
GO:0055085,THI72
GO:0055085,TIM44
GO:0055085,TPO1
GO:0055085,TRK1
GO:0055085,UGA4
GO:0055085,VMA2
GO:0055085,VMR1
GO:0055085,YCF1
GO:0055085,YFL054C
GO:0055085,YHK8
GO:0055085,YHM2
GO:0055085,YIL171W
GO:0055085,YJL193W
GO:0055085,YMC1
GO:0055085,YOR378W
GO:0055085,YPL279C
GO:0055085,YRO2
GO:0055086,ACC1
GO:0055086,ACS1
GO:0055086,ACS2
GO:0055086,CYR1
GO:0055086,FCY1
GO:0055086,GUD1
GO:0055086,HFA1
GO:0055086,HPT1
GO:0055086,KGD2
GO:0055086,KRE5
GO:0055086,PHO2
GO:0055086,PPR1
GO:0055086,PRS1
GO:0055086,SAM4
GO:0055086,TDH3
GO:0055086,URA1
GO:0055086,URA3
GO:0055086,URC2
GO:0055086,URK1
GO:0055086,UTR1
GO:0061025,SEC18
GO:0061025,SEC4
GO:0061025,SEC6
GO:0061025,SSO1
GO:0061025,SSO2
GO:0061025,USE1
GO:0061025,USO1
GO:0070647,AMA1
GO:0070647,APC1
GO:0070647,APC2
GO:0070647,ASI1
GO:0070647,BMH2
GO:0070647,BUR2
GO:0070647,CDC16
GO:0070647,CDC23
GO:0070647,ELA1
GO:0070647,GPB1
GO:0070647,HRD3
GO:0070647,NAM7
GO:0070647,NFI1
GO:0070647,NUP53
GO:0070647,NUP60
GO:0070647,OTU1
GO:0070647,PEX10
GO:0070647,PSE1
GO:0070647,RAD28
GO:0070647,RAD5
GO:0070647,RSP5
GO:0070647,SMC5
GO:0070647,SMC6
GO:0070647,UBC4
GO:0070647,UBP14
GO:0070647,UBP15
GO:0070647,UPF3
GO:0070647,ZIP2
GO:0070925,ATG2
GO:0070925,CDC12
GO:0070925,CDC5
GO:0070925,CDC55
GO:0070925,CLB1
GO:0070925,CLB5
GO:0070925,PIK1
GO:0070925,RAS2
GO:0070925,RTS1
GO:0070925,SEC18
GO:0070925,SFI1
GO:0070925,STU1
GO:0070925,THO2
GO:0070925,YKL089W
GO:0071554,ACT1
GO:0071554,AMA1
GO:0071554,ARP2
GO:0071554,AVO1
GO:0071554,AZF1
GO:0071554,BMH2
GO:0071554,CCW12
GO:0071554,CHS3
GO:0071554,CRH1
GO:0071554,CRR1
GO:0071554,CWP1
GO:0071554,DSE2
GO:0071554,ECM14
GO:0071554,ECM21
GO:0071554,GAS3
GO:0071554,GAS4
GO:0071554,GIP1
GO:0071554,HLR1
GO:0071554,KRE1
GO:0071554,KRE5
GO:0071554,KRE6
GO:0071554,KTR2
GO:0071554,MKK1
GO:0071554,MKK2
GO:0071554,MSG5
GO:0071554,MYO5
GO:0071554,PAU15
GO:0071554,PAU17
GO:0071554,PAU6
GO:0071554,PMT1
GO:0071554,PRS1
GO:0071554,PST1
GO:0071554,QDR1
GO:0071554,RCR1
GO:0071554,RHO2
GO:0071554,ROM2
GO:0071554,RRT12
GO:0071554,SBE22
GO:0071554,SCW10
GO:0071554,SCW4
GO:0071554,SIT4
GO:0071554,SLA2
GO:0071554,SPO73
GO:0071554,SPS2
GO:0071554,SPS22
GO:0071554,SSD1
GO:0071554,SSP1
GO:0071554,STE11
GO:0071554,TCO89
GO:0071554,TOR1
GO:0071554,TSC11
GO:0071554,WSC2
GO:0071554,WSC3
GO:0071554,YBR067C
GO:0071554,YFR039C
GO:0071554,YOL047C
